ARTWORK CITY,ARWORK ADDRESS,ZIP CODE,ARTWORK LATITUDE,ID NUMBER,ARTIST,TITLE,DATE,MATERIALS,MEASUREMENTS,CREDIT LINE,ARTWORK SITE,SPECIFIC LOCATION,Location 1
Connell,"PO Box 1200, ",99326-1200,46.660755,WSAC2007.052.00A,"Otterness, Tom",True Love from the series Wild Life,2010,"Bronze, cast concrete, and stainless steel",46 in x 66 in x 66 in (appox.),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Corrections and City of Connell,City of Connell,"N Columbia Ave and W Franklin St, Sunset Theatre","(46.660755, -118.861181)"
Connell,"PO Box 1200, ",99326-1200,46.661995,WSAC2007.052.00D,"Otterness, Tom",Train from the series Wild Life,2010,"Bronze, cast concrete, and stainless steel",38 in x 25 in x 60 in (approx.),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Corrections and City of Connell,City of Connell,"N Columbia Ave and E Adams St, City Hall","(46.661995, -118.86117)"
Connell,"PO Box 1200, ",,46.662616,WSAC2007.052.00C,"Otterness, Tom",Game Night from the series Wild Life,2010,"Bronze, cast concrete, and stainless steel",53 in x 66 in x 66 in (approx.),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Corrections and City of Connell,City of Connell,"N Columbia Ave and W Borah St, Legion Post","(46.662616, -118.861411)"
Connell,"PO Box 1200, ",99326-1200,46.663111,WSAC2007.053.001,Jean Whitesavage and Nick Lyle,"Prairie Flowers, Potato, and Wheat: Yellow Bells",2009,Forged and painted mild steel,12 ft x 12 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Corrections and City of Connell,City of Connell,"North entrance of walking path at intersection of Clark street & Ford street, adjacent to Highway 395","(46.663111, -118.850347)"
Connell,"PO Box 928, ",99338,46.664154,WSAC2012.011.00A-C,"Hall, Erik",What Grows Here,2013,Oil on canvas,8 ft x 12 ft (3 panels),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with North Franklin School District,Connell Elementary School,Commons-Cafeteria,"(46.664154, -118.869833)"
Coupeville,"501 S Main, ",98239,48.206312,WSAC2009.011.002,"Niemi, Ries","BirdBooks, part 2",2010,Stainless steel,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Coupeville School District,Coupeville Middle/High School,Courtyard,"(48.206312, -122.684467)"
Coupeville,"501 S Main, ",98239,48.206354,WSAC2009.011.003,"Niemi, Ries","BirdBooks, part 3",2010,Stainless steel,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Coupeville School District,Coupeville Middle/High School,Above entrance on north side of building - Attached to the roof support beam,"(48.206354, -122.684693)"
Coupeville,"501 S Main, ",98239,48.206354,WSAC2009.011.004,"Niemi, Ries","BirdBooks, part 4",2010,Stainless steel,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Coupeville School District,Coupeville Middle/High School,Multipurpose room - Column on north,"(48.206354, -122.684693)"
Coupeville,"501 S Main, ",98239,48.206354,WSAC2009.011.005,"Niemi, Ries","BirdBooks, part 5",2010,Stainless steel,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Coupeville School District,Coupeville Middle/High School,Multipurpose room - Column on south side near exit doors to courtyard,"(48.206354, -122.684693)"
Coupeville,"501 S Main, ",99201,48.206354,WSAC2009.011.006,"Niemi, Ries","BirdBooks, part 6",2010,Stainless steel,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Coupeville School District,Coupeville Middle/High School,Courtyard - Steel trellis btw main bldg & manual arts bldg,"(48.206354, -122.684693)"
Coupeville,"501 S Main, ",98239,48.207019,WSAC2009.011.001,"Niemi, Ries","BirdBooks, part 1",2010,Stainless steel,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Coupeville School District,Coupeville Middle/High School,NE site of main building,"(48.207019, -122.684962)"
Covington,"18200 SE 240th, ",,47.388705,WSAC2000.205.000,"Sogabe, Aki",Stillness,1998,Cut paper,22 in x 16 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Tahoma School District,Tahoma High School & Regional Learning Center,Main street hallway,"(47.388705, -122.100349)"
Covington,"25800 164th Ave. SE, ",98346,47.37027,WSAC2004.013.000,"Weiss, Dick",But if You Try Some Time,2005,Leaded glass,"27 in x 65 in (each, 8 panels); 17 in x 70 in (each, 4 panels)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Kent School District,Kentwood High School,Commons area,"(47.370270, -122.120504)"
Davenport,"801 7th, ",98604,47.651441,WSAC2002.042.000,"Sogabe, Aki",Autumn,2002,Cut paper,17 in x 13 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Davenport School District,Davenport High School,Library North wall,"(47.651441, -118.150098)"
Deer Park,"PO Box 550, ",98504-1019,47.947093,WSAC2011.008.000,"Bienvenu, Micajah",Aspire,2011,Stainless steel and granite,213 in x 5 in x 63 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Deer Park School District and Department of Corrections,Deer Park High School,Exterior North Events Entry,"(47.947093, -117.457095)"
Des Moines,"22447 24th Ave S, ",98198,47.400008,WSAC2011.018.00A-F,Diane Bonciolini and Gregg Mesmer,Visualize,2012,Cast glass and aluminum,Dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,"Midway Elementary School (Des Moines, King County)","world: Main entry, SW wall - clouds: NE hallway wall","(47.400008, -122.303254)"
Des Moines,"22450 19th Ave South, ",98409-,47.399969,WSAC2008.017.000,"Brophy, Michael","Forest, Mountain, Sound",2010,Oil on canvas,130 1/2 in x 130 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Mount Rainier High School,East facing wall between library entrances,"(47.399969, -122.308042)"
Des Moines,"2400 S 240th St, ",98198-9800,47.387467,WSAC1977.067.000,"Beck, Lawrence",Poktalaruk 'huk shuk,1978,Stainless steel,144 in x 120 in x 216 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,Between Bldg 3 and 0,"(47.387467, -122.299161)"
Des Moines,"2400 S 240th St, ",98198-9800,47.387784,WSAC2004.005.00A-B,"Kosuge, Michihiro",Continuation of Linkage,2005,Granite,11 ft  x 30 in x 30 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Central Washington University and Highline Community Collge,Highline College,"NE (part A) and SE (part B) corners of Bldg. 29, Higher Ed. Center","(47.387784, -122.301395)"
Des Moines,"2400 S 240th St, ",98198-9800,47.387928,WSAC1989.044.000,"Chew, Carl",At Home,1986,Ink on paper and screen print,14 in x 18 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,"Bldg. 99, Rm 269","(47.387928, -122.296870)"
Des Moines,"2400 S 240th St, ",98198-9800,47.387928,WSAC1989.045.000,"Guzak, Karen",Red Ridge,1987,Lithograph,22 in x 29 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,"Building 99, South wall between rooms 272 & 279","(47.387928, -122.296870)"
Des Moines,"2400 S 240th St, ",98198-9800,47.388062,WSAC1993.020.000,"Sogabe, Aki",Rain,1991,Cut paper,17 in x 13 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,"Building 9, NE wall by Room 217","(47.388062, -122.300147)"
Des Moines,"2400 S 240th St, ",98198-9800,47.388208,WSAC2005.008.000,"Kosuge, Michihiro",Celebration,2006,Granite,152 in x 20 in x 16 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,"Plaza, SE corner, between Bldg 2 and Bldg 7","(47.388208, -122.299382)"
Des Moines,"2400 S 240th St, ",98198-9800,47.388466,WSAC1992.136.000,"Lawrence, Jacob",Toussaint at Ennery,1989,Serigraph,22 in x 32 1/8 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,"Building 6, Room 227","(47.388466, -122.17562)"
Des Moines,"2400 S 240th St, ",98504-2675,47.388508,WSAC1992.146.000,"Hayes, Randy",Dancer: Omak,1988,Dry pastel on paper,44 in x 30 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,Building 6 between rooms. 236 & 237,"(47.388508, -122.298953)"
Des Moines,"2400 S 240th St, ",98198-9800,47.38909,WSAC1992.157.000,"Tennis, Whiting",Ulysses S. Grant,1991,Oil and woodblock print on paper,38 in x 44 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,"Bldg. 25, 3rd fl, NW corner wall outside Rm 309","(47.389090, -122.301700)"
Des Moines,"2400 S 240th St, ",98198-9800,47.389824,WSAC1983.075.002,"Calderón, Eduardo","Petrified Forest, Peru",1981,Gelatin silver print,11 in x 14 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Corrections and Highline Community College,Highline College,"Bldg. 30, 3rd fl, E. wall facing stairs","(47.389824, -122.300262)"
Des Moines,"2400 S 240th St, ",98922,47.389824,WSAC1995.076.000,"Weiss, Dick",A Native American Woman,1994,Monotype,22 in x 30 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Cle Elum-Roslyn School District and Highline Community College,Highline College,"Bldg. 30, 3rd fl, W. wall by Rm 311","(47.389824, -122.300262)"
Des Moines,"2400 S 240th St, ",98014,47.389824,WSAC1992.052.000,"Oberheide, Heidi",Bear,1990,Acrylic on canvas,5 ft x 6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Riverview School District and Highline Community College,Highline College,"Bldg. 30, 3rd floor staircase","(47.389824, -122.300262)"
Des Moines,"2400 S 240th St, ",98198-9800,,WSAC1993.072.000,"Bartow, Rick",Siletz Sunday Evening,1992,Pastel on paper,26 1/4 in x 40 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline Community College,Highline College,"Building. 99, 2nd floor across from room 283",
DuPont,"1750 Bob's Hollow Lane, ",98370,47.100725,WSAC2008.025.000,"Beecher, Ross Palmer",Parlour Fan Quilt,2010,"Oil on tin and wood with acrylic, textiles, wood, glue, mortar, rock, military pins, patches, bottle caps, twigs, and found objects",60 in x 60 in x 4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Steilacoom Historical School District,Pioneer Middle School,"main entrance, interior - left of the door to main office","(47.100725, -122.649537)"
East Wenatchee,"905 8th Sr NE, ",98328,47.417835,WSAC2002.026.000,"Chabre, Wayne",Confluence,2004,Cast bronze,6a ft x 15 1/2 x 4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Eastmont School District,Eastmont Junior High,"Upstairs entry, grand staircase","(47.417835, -120.273288)"
